Time,Currency,Event,Forecast,Actual,Previous
07/10/2022 15:30,CAD,Employment Change,19.5K,21.1K,-39.7K
07/10/2022 15:30,CAD,Unemployment Rate,5.4%,5.2%,5.4%
07/10/2022 15:30,USD,Average Hourly Earnings m/m,0.3%,0.3%,0.3%
07/10/2022 15:30,USD,Non-Farm Employment Change,248K,263K,315K
07/10/2022 15:30,USD,Unemployment Rate,3.7%,3.5%,3.7%
07/10/2022 17:00,USD,Final Wholesale Inventories m/m,1.3%,1.3%,1.3%
07/10/2022 17:00,USD,FOMC Member Williams Speaks,unknown,unknown,unknown
07/10/2022 22:00,USD,Consumer Credit m/m,25.0B,32.2B,26.1B
08/10/2022 04:45,CNY,Caixin Services PMI,54.5,49.3,55.0
10/10/2022 00:30,AUD,AIG Services Index,unknown,48.0,53.3
09/10/2022 00:00,JPY,Bank Holiday,unknown,unknown,unknown
10/10/2022 11:30,EUR,Sentix Investor Confidence,-34.9,-38.3,-31.8
10/10/2022 00:00,CAD,Bank Holiday,unknown,unknown,unknown
10/10/2022 00:00,USD,Bank Holiday,unknown,unknown,unknown
10/10/2022 00:00,All,IMF Meetings,unknown,unknown,unknown
10/10/2022 20:35,USD,FOMC Member Brainard Speaks,unknown,unknown,unknown
11/10/2022 02:01,GBP,BRC Retail Sales Monitor y/y,-0.4%,1.8%,0.5%
11/10/2022 02:27,AUD,Westpac Consumer Sentiment,unknown,-0.9%,3.9%
11/10/2022 02:50,JPY,Current Account,-0.56T,-0.53T,-0.63T
11/10/2022 03:30,AUD,NAB Business Confidence,unknown,unknown,10
11/10/2022 19:59,JPY,Economy Watchers Sentiment,47.6,48.4,45.5
11/10/2022 09:00,GBP,Average Earnings Index 3m/y,5.9%,6.0%,5.5%
11/10/2022 09:00,GBP,Claimant Count Change,4.2K,25.5K,1.1K
11/10/2022 09:00,GBP,Unemployment Rate,3.6%,3.5%,3.6%
11/10/2022 11:00,EUR,Italian Industrial Production m/m,0.0%,2.3%,0.5%
11/10/2022 13:00,USD,NFIB Small Business Index,91.2,92.1,91.8
11/10/2022 15:33,CNY,New Loans,1810B,2470B,1250B
11/10/2022 15:36,CNY,M2 Money Supply y/y,12.1%,12.1%,12.2%
11/10/2022 17:00,USD,RCM/TIPP Economic Optimism,40.5,41.6,44.7
11/10/2022 00:00,All,IMF Meetings,unknown,unknown,unknown
11/10/2022 18:00,GBP,MPC Member Cunliffe Speaks,unknown,unknown,unknown
11/10/2022 07:00,USD,FOMC Member Mester Speaks,unknown,unknown,unknown
11/10/2022 07:45,CHF,SNB Chairman Jordan Speaks,unknown,unknown,unknown
11/10/2022 21:00,GBP,MPC Member Cunliffe Speaks,unknown,unknown,unknown
11/10/2022 21:35,GBP,BOE Gov Bailey Speaks,unknown,unknown,unknown
12/10/2022 00:45,NZD,Visitor Arrivals m/m,unknown,-3.3%,41.8%
12/10/2022 01:00,AUD,RBA Assist Gov Ellis Speaks,unknown,unknown,unknown
12/10/2022 02:50,JPY,Core Machinery Orders m/m,-2.7%,-5.8%,5.3%
12/10/2022 06:35,JPY,30-y Bond Auction,unknown,1.48|2.9,1.24|3.3
12/10/2022 08:59,JPY,Prelim Machine Tool Orders y/y,unknown,4.3%,10.7%
12/10/2022 09:00,GBP,GDP m/m,0.0%,-0.3%,0.1%
12/10/2022 09:00,GBP,Bank Stress Test Results,unknown,unknown,unknown
12/10/2022 09:00,GBP,Construction Output m/m,0.5%,0.4%,0.1%
12/10/2022 09:00,GBP,Goods Trade Balance,-20.3B,-19.3B,-17.6B
12/10/2022 09:00,GBP,Index of Services 3m/3m,-0.2%,-0.1%,0.2%
12/10/2022 09:00,GBP,Industrial Production m/m,-0.1%,-1.8%,-1.1%
12/10/2022 09:00,GBP,Manufacturing Production m/m,-0.1%,-1.6%,-1.1%
12/10/2022 11:00,GBP,MPC Member Haskel Speaks,unknown,unknown,unknown
12/10/2022 12:00,EUR,Industrial Production m/m,0.6%,1.5%,-2.3%
12/10/2022 12:30,GBP,FPC Meeting Minutes,unknown,unknown,unknown
12/10/2022 12:30,GBP,FPC Statement,unknown,unknown,unknown
12/10/2022 12:34,EUR,German 10-y Bond Auction,unknown,2.33|1.2,1.87|1.8
12/10/2022 14:35,GBP,MPC Member Pill Speaks,unknown,unknown,unknown
12/10/2022 15:05,GBP,NIESR GDP Estimate,unknown,-0.3%,-0.3%
12/10/2022 15:30,USD,PPI m/m,0.2%,0.4%,-0.2%
12/10/2022 15:30,USD,Core PPI m/m,0.3%,0.3%,0.3%
12/10/2022 16:30,EUR,ECB President Lagarde Speaks,unknown,unknown,unknown
12/10/2022 00:00,All,IMF Meetings,unknown,unknown,unknown
12/10/2022 00:00,All,G20 Meetings,unknown,unknown,unknown
12/10/2022 20:00,GBP,MPC Member Mann Speaks,unknown,unknown,unknown
12/10/2022 20:03,USD,10-y Bond Auction,unknown,3.93|2.3,3.33|2.4
12/10/2022 20:45,USD,FOMC Member Barr Speaks,unknown,unknown,unknown
12/10/2022 21:00,USD,FOMC Meeting Minutes,unknown,unknown,unknown
13/10/2022 00:45,NZD,FPI m/m,unknown,0.4%,1.1%
13/10/2022 01:30,USD,FOMC Member Bowman Speaks,unknown,unknown,unknown
13/10/2022 02:01,GBP,RICS House Price Balance,44%,32%,51%
13/10/2022 02:50,JPY,Bank Lending y/y,2.0%,2.3%,1.9%
13/10/2022 02:50,JPY,PPI y/y,8.9%,9.7%,9.4%
13/10/2022 03:00,AUD,MI Inflation Expectations,unknown,5.4%,5.4%
13/10/2022 09:00,EUR,German Final CPI m/m,1.9%,1.9%,1.9%
13/10/2022 09:30,CHF,PPI m/m,-0.1%,0.2%,-0.1%
13/10/2022 11:30,GBP,BOE Credit Conditions Survey,unknown,unknown,unknown
13/10/2022 14:00,GBP,MPC Member Mann Speaks,unknown,unknown,unknown
13/10/2022 15:30,USD,Core CPI m/m,0.4%,0.6%,0.6%
13/10/2022 15:30,USD,CPI m/m,0.2%,0.4%,0.1%
13/10/2022 15:30,USD,CPI y/y,8.1%,8.2%,8.3%
13/10/2022 15:30,USD,Unemployment Claims,225K,228K,219K
13/10/2022 00:00,All,IMF Meetings,unknown,unknown,unknown
13/10/2022 17:30,USD,Natural Gas Storage,126B,125B,129B
13/10/2022 18:00,USD,Crude Oil Inventories,0.9M,9.9M,-1.4M
13/10/2022 00:00,All,G20 Meetings,unknown,unknown,unknown
13/10/2022 20:01,USD,30-y Bond Auction,unknown,3.93|2.4,3.51|2.4
14/10/2022 00:30,NZD,BusinessNZ Manufacturing Index,unknown,52.0,54.8
14/10/2022 02:50,JPY,M2 Money Stock y/y,3.4%,3.3%,3.4%
14/10/2022 04:30,CNY,CPI y/y,2.8%,2.8%,2.5%
14/10/2022 04:30,CNY,PPI y/y,1.0%,0.9%,2.3%
14/10/2022 09:00,EUR,German WPI m/m,0.4%,1.6%,0.1%
14/10/2022 09:45,EUR,French Final CPI m/m,-0.5%,-0.6%,-0.5%
14/10/2022 12:00,EUR,Trade Balance,-45.0B,-47.3B,-40.5B
14/10/2022 14:00,GBP,BOE Quarterly Bulletin,unknown,unknown,unknown
14/10/2022 15:30,CAD,Manufacturing Sales m/m,-1.9%,-2.0%,-0.6%
14/10/2022 15:30,CAD,Wholesale Sales m/m,0.9%,1.4%,-0.6%
14/10/2022 15:30,USD,Core Retail Sales m/m,-0.1%,0.1%,-0.1%
14/10/2022 15:30,USD,Retail Sales m/m,0.2%,0.0%,0.4%
14/10/2022 15:30,USD,Import Prices m/m,-1.1%,-1.2%,-1.1%
14/10/2022 16:30,GBP,CB Leading Index m/m,unknown,-0.5%,-0.6%
14/10/2022 16:30,GBP,Prime Minister Truss Speaks,unknown,unknown,unknown
14/10/2022 17:00,USD,Prelim UoM Consumer Sentiment,58.7,59.8,58.6
14/10/2022 17:00,USD,Prelim UoM Inflation Expectations,unknown,5.1%,4.7%
14/10/2022 17:00,USD,Business Inventories m/m,0.9%,0.8%,0.5%
14/10/2022 00:00,All,IMF Meetings,unknown,unknown,unknown
14/10/2022 17:30,USD,FOMC Member Cook Speaks,unknown,unknown,unknown
14/10/2022 07:15,USD,FOMC Member Waller Speaks,unknown,unknown,unknown
14/10/2022 23:00,CAD,BOC Gov Macklem Speaks,unknown,unknown,unknown
15/10/2022 15:00,EUR,German Buba President Nagel Speaks,unknown,unknown,unknown
15/10/2022 16:00,GBP,BOE Gov Bailey Speaks,unknown,unknown,unknown
15/10/2022 00:00,All,IMF Meetings,unknown,unknown,unknown
15/10/2022 20:15,USD,FOMC Member Bullard Speaks,unknown,unknown,unknown
16/10/2022 00:00,All,IMF Meetings,unknown,unknown,unknown
17/10/2022 00:30,NZD,BusinessNZ Services Index,unknown,55.8,58.6
17/10/2022 02:01,GBP,Rightmove HPI m/m,unknown,0.9%,0.7%
17/10/2022 19:30,JPY,Tertiary Industry Activity m/m,0.3%,0.7%,-0.5%
17/10/2022 19:32,JPY,Revised Industrial Production m/m,2.7%,3.4%,2.7%
17/10/2022 15:30,USD,Empire State Manufacturing Index,-4.3,-9.1,-1.5
17/10/2022 17:30,CAD,BOC Business Outlook Survey,unknown,unknown,unknown
17/10/2022 22:00,EUR,German Buba President Nagel Speaks,unknown,unknown,unknown
17/10/2022 23:00,CAD,Gov Council Member Rogers Speaks,unknown,unknown,unknown
18/10/2022 00:45,NZD,CPI q/q,1.5%,2.2%,1.7%
18/10/2022 03:05,AUD,RBA Gov Bullock Speaks,unknown,unknown,unknown
18/10/2022 03:30,AUD,Monetary Policy Meeting Minutes,unknown,unknown,unknown
18/10/2022 11:00,EUR,Italian Trade Balance,-0.50B,-9.57B,-0.46B
18/10/2022 12:00,EUR,ZEW Economic Sentiment,-61.2,-59.7,-60.7
18/10/2022 12:00,EUR,German ZEW Economic Sentiment,-66.7,-59.2,-61.9
18/10/2022 15:15,CAD,Housing Starts,262K,300K,270K
18/10/2022 15:30,CAD,Foreign Securities Purchases,17.32B,22.01B,14.73B
18/10/2022 16:15,USD,Capacity Utilization Rate,80.0%,80.3%,80.1%
18/10/2022 16:15,USD,Industrial Production m/m,0.1%,0.4%,-0.1%
18/10/2022 17:00,USD,NAHB Housing Market Index,43,38,46
18/10/2022 17:45,NZD,GDT Price Index,unknown,-4.6%,-3.5%
18/10/2022 23:00,USD,TIC Long-Term Purchases,28.2B,197.9B,21.4B
19/10/2022 02:30,AUD,MI Leading Index m/m,unknown,0.0%,-0.2%
19/10/2022 09:00,GBP,CPI y/y,10.0%,10.1%,9.9%
19/10/2022 09:00,GBP,Core CPI y/y,6.4%,6.5%,6.3%
19/10/2022 09:00,GBP,PPI Input m/m,-0.4%,0.4%,-0.9%
19/10/2022 09:00,GBP,PPI Output m/m,0.4%,0.2%,0.1%
19/10/2022 09:00,GBP,RPI y/y,12.4%,12.6%,12.3%
19/10/2022 11:30,GBP,HPI y/y,14.2%,13.6%,16.0%
19/10/2022 12:00,EUR,Final Core CPI y/y,4.8%,4.8%,4.8%
19/10/2022 12:00,EUR,Final CPI y/y,10.0%,9.9%,10.0%
19/10/2022 13:32,GBP,10-y Bond Auction,unknown,4.11|2.4,4.12|2.5
19/10/2022 15:30,CAD,CPI m/m,-0.1%,0.1%,-0.3%
19/10/2022 15:30,CAD,Median CPI y/y,4.8%,4.7%,4.7%
19/10/2022 15:30,CAD,Trimmed CPI y/y,5.1%,5.2%,5.2%
19/10/2022 15:30,CAD,Common CPI y/y,5.6%,6.0%,6.0%
19/10/2022 15:30,CAD,IPPI m/m,-0.9%,0.1%,-1.6%
19/10/2022 15:30,CAD,RMPI m/m,-3.5%,-3.2%,-4.3%
19/10/2022 15:30,USD,Building Permits,1.52M,1.56M,1.54M
19/10/2022 15:30,USD,Housing Starts,1.46M,1.44M,1.57M
19/10/2022 15:32,CAD,Core CPI m/m,unknown,0.4%,0.0%
19/10/2022 17:00,GBP,MPC Member Cunliffe Speaks,unknown,unknown,unknown
19/10/2022 17:30,AUD,CB Leading Index m/m,unknown,0.2%,0.4%
19/10/2022 17:30,USD,Crude Oil Inventories,2.5M,-1.7M,9.9M
19/10/2022 18:00,GBP,MPC Member Mann Speaks,unknown,unknown,unknown
19/10/2022 21:00,USD,Beige Book,unknown,unknown,unknown
20/10/2022 01:30,USD,FOMC Member Bullard Speaks,unknown,unknown,unknown
20/10/2022 02:50,JPY,Trade Balance,-2.06T,-2.01T,-2.34T
20/10/2022 03:30,AUD,Employment Change,25.0K,0.9K,36.3K
20/10/2022 03:30,AUD,Unemployment Rate,3.5%,3.5%,3.5%
20/10/2022 03:30,AUD,NAB Quarterly Business Confidence,unknown,unknown,unknown
20/10/2022 04:15,CNY,1-y Loan Prime Rate,3.65%,3.65%,3.65%
20/10/2022 04:15,CNY,5-y Loan Prime Rate,4.30%,4.30%,4.30%
20/10/2022 05:00,NZD,RBNZ Statement of Intent,unknown,unknown,unknown
20/10/2022 09:00,CHF,Trade Balance,4.23B,4.00B,3.32B
20/10/2022 09:00,EUR,German PPI m/m,1.5%,2.3%,7.9%
20/10/2022 11:00,EUR,Current Account,-20.3B,-26.3B,-20.0B
20/10/2022 15:30,USD,Philly Fed Manufacturing Index,-5.0,-8.7,-9.9
20/10/2022 15:30,USD,Unemployment Claims,229K,214K,226K
20/10/2022 17:00,USD,Existing Home Sales,4.69M,4.71M,4.78M
20/10/2022 17:00,USD,CB Leading Index m/m,-0.3%,-0.4%,0.0%
20/10/2022 17:30,USD,Natural Gas Storage,103B,111B,125B
20/10/2022 07:30,USD,FOMC Member Cook Speaks,unknown,unknown,unknown
20/10/2022 20:30,USD,FOMC Member Jefferson Speaks,unknown,unknown,unknown
20/10/2022 20:45,USD,FOMC Member Cook Speaks,unknown,unknown,unknown
20/10/2022 21:05,USD,FOMC Member Bowman Speaks,unknown,unknown,unknown
21/10/2022 00:45,NZD,Trade Balance,-1413M,-1615M,-2625M
21/10/2022 02:01,GBP,GfK Consumer Confidence,-52,-47,-49
21/10/2022 02:30,JPY,National Core CPI y/y,3.0%,3.0%,2.8%
21/10/2022 05:04,NZD,Credit Card Spending y/y,unknown,34.1%,29.3%
21/10/2022 09:00,GBP,Retail Sales m/m,-0.5%,-1.4%,-1.7%
21/10/2022 09:00,GBP,Public Sector Net Borrowing,15.5B,19.2B,8.6B
21/10/2022 13:00,EUR,German Buba Monthly Report,unknown,unknown,unknown
21/10/2022 15:00,GBP,BOE Quarterly Bulletin,unknown,unknown,unknown
21/10/2022 15:30,CAD,Core Retail Sales m/m,0.3%,0.7%,-2.5%
21/10/2022 15:30,CAD,Retail Sales m/m,0.2%,0.7%,-2.2%
21/10/2022 15:30,CAD,NHPI m/m,0.2%,-0.1%,0.1%
21/10/2022 16:10,USD,FOMC Member Williams Speaks,unknown,unknown,unknown
21/10/2022 17:00,EUR,Consumer Confidence,-30,-28,-29
21/10/2022 17:30,USD,Federal Budget Balance,-173.5B,-429.7B,-219.6B
22/10/2022 21:00,GBP,MPC Member Mann Speaks,unknown,unknown,unknown
23/10/2022 00:00,NZD,Bank Holiday,unknown,unknown,unknown
24/10/2022 01:00,AUD,Flash Manufacturing PMI,unknown,52.8,53.5
24/10/2022 01:00,AUD,Flash Services PMI,unknown,49.0,50.6
24/10/2022 01:05,AUD,RBA Assist Gov Kent Speaks,unknown,unknown,unknown
24/10/2022 03:30,JPY,Flash Manufacturing PMI,51.3,50.7,50.8
24/10/2022 04:30,CNY,GDP q/y,3.3%,3.9%,0.4%
24/10/2022 04:30,CNY,Retail Sales y/y,3.1%,2.5%,5.4%
24/10/2022 04:30,CNY,Fixed Asset Investment ytd/y,6.0%,5.9%,5.8%
24/10/2022 04:30,CNY,Industrial Production y/y,4.9%,6.3%,4.2%
24/10/2022 04:30,CNY,New Home Prices m/m,unknown,-0.28%,-0.29%
24/10/2022 04:35,CNY,Unemployment Rate,5.2%,5.5%,5.3%
24/10/2022 04:36,CNY,NBS Press Conference,unknown,unknown,unknown
24/10/2022 04:39,CNY,USD-Denominated Trade Balance,80.2B,84.7B,79.4B
24/10/2022 04:40,CNY,Trade Balance,565B,574B,536B
24/10/2022 10:15,EUR,French Flash Services PMI,51.6,51.3,52.9
24/10/2022 10:15,EUR,French Flash Manufacturing PMI,47.0,47.4,47.7
24/10/2022 10:30,EUR,German Flash Manufacturing PMI,46.9,45.7,47.8
24/10/2022 10:30,EUR,German Flash Services PMI,45.0,44.9,45.0
24/10/2022 11:00,EUR,Flash Manufacturing PMI,47.9,46.6,48.4
24/10/2022 11:00,EUR,Flash Services PMI,48.1,48.2,48.8
24/10/2022 11:30,GBP,Flash Manufacturing PMI,47.9,45.8,48.4
24/10/2022 11:30,GBP,Flash Services PMI,48.0,47.5,50.0
24/10/2022 16:45,USD,Flash Services PMI,49.6,46.6,49.3
24/10/2022 16:45,USD,Flash Manufacturing PMI,51.0,49.9,52.0
24/10/2022 17:15,GBP,MPC Member Ramsden Speaks,unknown,unknown,unknown
24/10/2022 18:00,USD,Treasury Sec Yellen Speaks,unknown,unknown,unknown
25/10/2022 19:59,JPY,BOJ Core CPI y/y,1.9%,2.0%,1.9%
25/10/2022 11:00,EUR,German ifo Business Climate,83.4,84.3,84.4
25/10/2022 11:30,AUD,Annual Budget Release,unknown,unknown,unknown
25/10/2022 11:55,GBP,MPC Member Pill Speaks,unknown,unknown,unknown
25/10/2022 13:00,GBP,CBI Industrial Order Expectations,-13,-4,-2
25/10/2022 16:00,EUR,Belgian NBB Business Climate,-10.9,-15.5,-11.8
25/10/2022 16:00,USD,HPI m/m,-0.7%,-0.7%,-0.6%
25/10/2022 16:00,USD,S&P/CS Composite-20 HPI y/y,14.0%,13.1%,16.0%
25/10/2022 16:59,USD,Richmond Manufacturing Index,-5,-10,unknown
25/10/2022 17:00,USD,CB Consumer Confidence,105.9,102.5,107.8
25/10/2022 20:55,USD,FOMC Member Waller Speaks,unknown,unknown,unknown
26/10/2022 02:50,JPY,SPPI y/y,2.1%,2.1%,2.0%
26/10/2022 03:00,NZD,ANZ Business Confidence,unknown,-42.7,-36.7
26/10/2022 03:30,AUD,CPI q/q,1.6%,1.8%,1.8%
26/10/2022 03:30,AUD,CPI y/y,7.1%,7.3%,6.9%
26/10/2022 03:30,AUD,Trimmed Mean CPI q/q,1.5%,1.8%,1.6%
26/10/2022 11:00,CHF,UBS Economic Expectations,unknown,-53.1,-69.2
26/10/2022 11:00,EUR,M3 Money Supply y/y,6.0%,6.3%,6.1%
26/10/2022 11:00,EUR,Private Loans y/y,4.8%,4.4%,4.5%
26/10/2022 15:30,USD,Goods Trade Balance,-87.4B,-92.2B,-87.3B
26/10/2022 15:30,USD,Prelim Wholesale Inventories m/m,1.0%,0.8%,1.3%
26/10/2022 16:00,CNY,CB Leading Index m/m,unknown,-0.4%,-0.4%
26/10/2022 17:00,CAD,BOC Monetary Policy Report,unknown,unknown,unknown
26/10/2022 17:00,CAD,BOC Rate Statement,unknown,unknown,unknown
26/10/2022 17:00,CAD,Overnight Rate,4.00%,3.75%,3.25%
26/10/2022 17:00,USD,New Home Sales,579K,603K,677K
26/10/2022 17:30,USD,Crude Oil Inventories,-0.3M,2.6M,-1.7M
26/10/2022 18:00,CAD,BOC Press Conference,unknown,unknown,unknown
27/10/2022 03:30,AUD,Import Prices q/q,0.8%,3.0%,4.3%
27/10/2022 19:59,AUD,RBA Annual Report,unknown,unknown,unknown
27/10/2022 09:00,EUR,German GfK Consumer Climate,-42.4,-41.9,-42.8
27/10/2022 10:00,EUR,Spanish Unemployment Rate,12.4%,12.7%,12.5%
27/10/2022 10:06,CNY,Foreign Direct Investment ytd/y,unknown,15.6%,16.4%
27/10/2022 13:00,GBP,CBI Realized Sales,-15,18,-20
27/10/2022 15:15,EUR,Main Refinancing Rate,2.00%,2.00%,1.25%
27/10/2022 15:15,EUR,Monetary Policy Statement,unknown,unknown,unknown
27/10/2022 15:30,USD,Advance GDP q/q,2.3%,2.6%,-0.6%
27/10/2022 15:30,USD,Advance GDP Price Index q/q,5.3%,4.1%,9.0%
27/10/2022 15:30,USD,Core Durable Goods Orders m/m,0.2%,-0.5%,0.3%
27/10/2022 15:30,USD,Durable Goods Orders m/m,0.6%,0.4%,-0.2%
27/10/2022 15:30,USD,Unemployment Claims,219K,217K,214K
27/10/2022 15:45,EUR,ECB Press Conference,unknown,unknown,unknown
27/10/2022 17:30,USD,Natural Gas Storage,60B,52B,111B
28/10/2022 02:30,JPY,Tokyo Core CPI y/y,3.2%,3.4%,2.8%
28/10/2022 02:30,JPY,Unemployment Rate,2.5%,2.6%,2.5%
28/10/2022 03:30,AUD,PPI q/q,1.3%,1.9%,1.4%
28/10/2022 05:50,JPY,BOJ Outlook Report,unknown,unknown,unknown
28/10/2022 05:50,JPY,Monetary Policy Statement,unknown,unknown,unknown
28/10/2022 05:50,JPY,BOJ Policy Rate,-0.10%,-0.10%,-0.10%
28/10/2022 08:30,EUR,French Consumer Spending m/m,1.2%,1.2%,0.1%
28/10/2022 08:30,EUR,French Flash GDP q/q,0.2%,0.2%,0.5%
28/10/2022 00:00,EUR,German Prelim CPI m/m,0.6%,0.9%,1.9%
28/10/2022 09:30,JPY,BOJ Press Conference,unknown,unknown,unknown
28/10/2022 09:45,EUR,French Prelim CPI m/m,0.6%,1.0%,-0.6%
28/10/2022 10:00,CHF,KOF Economic Barometer,93.1,90.9,92.3
28/10/2022 10:00,EUR,Spanish Flash CPI y/y,8.0%,7.3%,8.9%
28/10/2022 10:00,EUR,Spanish Flash GDP q/q,0.3%,0.2%,1.5%
28/10/2022 11:00,EUR,German Prelim GDP q/q,-0.2%,0.3%,0.1%
28/10/2022 12:00,EUR,Italian Prelim CPI m/m,1.1%,3.5%,0.3%
28/10/2022 12:12,EUR,Italian 10-y Bond Auction,unknown,4.24|1.3,4.70|1.4
28/10/2022 15:30,CAD,GDP m/m,0.0%,0.1%,0.1%
28/10/2022 15:30,USD,Core PCE Price Index m/m,0.5%,0.5%,0.5%
28/10/2022 15:30,USD,Employment Cost Index q/q,1.2%,1.2%,1.3%
28/10/2022 15:30,USD,Personal Income m/m,0.4%,0.4%,0.4%
28/10/2022 15:30,USD,Personal Spending m/m,0.4%,0.6%,0.6%
28/10/2022 17:00,USD,Pending Home Sales m/m,-4.4%,-10.2%,-1.9%
28/10/2022 17:00,USD,Revised UoM Consumer Sentiment,59.7,59.9,59.8
28/10/2022 17:00,USD,Revised UoM Inflation Expectations,unknown,5.0%,5.1%
30/10/2022 05:00,CHF,Daylight Saving Time Shift,unknown,unknown,unknown
30/10/2022 05:00,EUR,Daylight Saving Time Shift,unknown,unknown,unknown
30/10/2022 05:00,GBP,Daylight Saving Time Shift,unknown,unknown,unknown
31/10/2022 02:50,JPY,Prelim Industrial Production m/m,-0.8%,-1.6%,3.4%
31/10/2022 02:50,JPY,Retail Sales y/y,4.0%,4.5%,4.1%
31/10/2022 03:07,AUD,MI Inflation Gauge m/m,unknown,0.4%,0.5%
31/10/2022 03:30,AUD,Private Sector Credit m/m,0.7%,0.7%,0.8%
31/10/2022 03:30,AUD,Retail Sales m/m,0.5%,0.6%,0.6%
31/10/2022 04:30,CNY,Manufacturing PMI,49.9,49.2,50.1
31/10/2022 04:30,CNY,Non-Manufacturing PMI,50.2,48.7,50.6
31/10/2022 19:59,JPY,Consumer Confidence,31.0,29.9,30.8
31/10/2022 08:00,JPY,Housing Starts y/y,2.6%,1.0%,4.6%
31/10/2022 10:00,EUR,German Retail Sales m/m,-0.5%,0.9%,-1.4%
31/10/2022 10:30,CHF,Retail Sales y/y,3.5%,3.2%,2.1%
31/10/2022 12:00,EUR,Italian Prelim GDP q/q,-0.1%,0.5%,1.1%
31/10/2022 12:30,GBP,M4 Money Supply m/m,0.2%,2.1%,-0.1%
31/10/2022 12:30,GBP,Mortgage Approvals,66K,67K,74K
31/10/2022 12:30,GBP,Net Lending to Individuals m/m,6.3B,6.8B,7.3B
31/10/2022 13:00,EUR,Core CPI Flash Estimate y/y,4.8%,5.0%,4.8%
31/10/2022 13:00,EUR,CPI Flash Estimate y/y,9.9%,10.7%,9.9%
31/10/2022 13:00,EUR,Prelim Flash GDP q/q,0.1%,0.2%,0.8%
31/10/2022 16:45,USD,Chicago PMI,47.8,45.2,45.7
31/10/2022 23:30,USD,President Biden Speaks,unknown,unknown,unknown
01/11/2022 00:45,NZD,Building Consents m/m,unknown,3.8%,-1.6%
01/11/2022 03:30,JPY,Final Manufacturing PMI,50.7,50.7,50.7
01/11/2022 04:45,CNY,Caixin Manufacturing PMI,48.5,49.2,48.1
01/11/2022 06:30,AUD,Cash Rate,2.85%,2.85%,2.60%
01/11/2022 06:30,AUD,RBA Rate Statement,unknown,unknown,unknown
01/11/2022 06:35,JPY,10-y Bond Auction,unknown,0.25|5.2,0.25|5.6
01/11/2022 08:30,AUD,Commodity Prices y/y,unknown,22.4%,31.9%
01/11/2022 10:00,EUR,German Import Prices m/m,0.7%,-0.9%,4.3%
01/11/2022 10:00,GBP,Nationwide HPI m/m,-0.4%,-0.9%,0.0%
01/11/2022 00:00,EUR,French Bank Holiday,unknown,unknown,unknown
01/11/2022 00:00,EUR,Italian Bank Holiday,unknown,unknown,unknown
01/11/2022 11:00,CHF,SECO Consumer Climate,-43,-47,-42
01/11/2022 11:20,AUD,RBA Gov Lowe Speaks,unknown,unknown,unknown
01/11/2022 11:30,CHF,Manufacturing PMI,55.5,54.9,57.1
01/11/2022 12:30,GBP,Final Manufacturing PMI,45.8,46.2,45.8
01/11/2022 16:30,CAD,Manufacturing PMI,unknown,48.8,49.8
01/11/2022 16:45,USD,Final Manufacturing PMI,49.9,50.4,49.9
01/11/2022 17:00,USD,ISM Manufacturing PMI,50.0,50.2,50.9
01/11/2022 17:00,USD,JOLTS Job Openings,9.75M,10.72M,10.28M
01/11/2022 17:00,USD,Construction Spending m/m,-0.5%,0.2%,-0.6%
01/11/2022 17:00,USD,ISM Manufacturing Prices,53.0,46.6,51.7
01/11/2022 00:00,USD,Wards Total Vehicle Sales,14.5M,14.9M,13.5M
01/11/2022 17:32,NZD,GDT Price Index,unknown,-3.9%,-4.6%
01/11/2022 23:00,NZD,RBNZ Financial Stability Report,unknown,unknown,unknown
02/11/2022 00:30,AUD,AIG Manufacturing Index,unknown,49.6,50.2
02/11/2022 00:45,NZD,Employment Change q/q,0.5%,1.3%,0.0%
02/11/2022 00:45,NZD,Unemployment Rate,3.2%,3.3%,3.3%
02/11/2022 00:45,NZD,Labor Cost Index q/q,1.1%,1.1%,1.3%
02/11/2022 01:00,NZD,RBNZ Gov Orr Speaks,unknown,unknown,unknown
02/11/2022 01:30,CAD,BOC Gov Macklem Speaks,unknown,unknown,unknown
02/11/2022 02:50,JPY,Monetary Base y/y,-2.0%,-6.9%,-3.3%
02/11/2022 02:50,JPY,Monetary Policy Meeting Minutes,unknown,unknown,unknown
02/11/2022 03:01,GBP,BRC Shop Price Index y/y,unknown,6.6%,5.7%
02/11/2022 03:30,AUD,Building Approvals m/m,-10.0%,-5.8%,23.1%
02/11/2022 10:00,EUR,German Trade Balance,1.5B,3.7B,1.2B
02/11/2022 10:45,EUR,French Gov Budget Balance,unknown,-146.6B,-149.9B
02/11/2022 11:15,EUR,Spanish Manufacturing PMI,47.6,44.7,49.0
02/11/2022 11:45,EUR,Italian Manufacturing PMI,46.9,46.5,48.3
02/11/2022 11:50,EUR,French Final Manufacturing PMI,47.4,47.2,47.4
02/11/2022 11:55,EUR,German Final Manufacturing PMI,45.7,45.1,45.7
02/11/2022 11:55,EUR,German Unemployment Change,12K,8K,13K
02/11/2022 12:00,EUR,Final Manufacturing PMI,46.6,46.4,46.6
02/11/2022 15:15,USD,ADP Non-Farm Employment Change,178K,239K,192K
02/11/2022 17:30,USD,Crude Oil Inventories,-0.2M,-3.1M,2.6M
